,title,date,link,year,month,country
1976,Australia – Jewish couple harassed in Elsternwick,,https://antisemitism.org.il/2023/03/11/184211/,,,Australia
1977,UK – Knife-wielding man yells ‘I love Hitler” at London Jews on Purim,,https://antisemitism.org.il/2023/03/11/uk-knife-wielding-man-yells-i-love-hitler-at-london-jews-on-purim/,,,UK
1978,Germany – Antisemitic graffiti in Weimar,,https://antisemitism.org.il/2023/03/11/germany-antisemitic-graffiti-in-weimar-3/,,,Germany
1979,UK – Man attacks identifiably Jewish teenager at stoke Newington railway station,,https://antisemitism.org.il/2023/03/11/uk-man-attacks-identifiably-jewish-teenager-at-stoke-newington-railway-station/,,,UK
1980,UK – Numerous swastikas found graffitied on Jewish residence in Stamford Hill,,https://antisemitism.org.il/2023/03/11/uk-numerous-swastikas-found-graffitied-on-jewish-residence-in-stamford-hill/,,,UK
1981,"South Africa – Citing alleged ‘Apartheid,’ South African parliament votes to downgrade diplomatic relations with Israel",,https://antisemitism.org.il/2023/03/10/south-africa-citing-alleged-apartheid-south-african-parliament-votes-to-downgrade-diplomatic-relations-with-israel/,,,South Africa
1982,"USA – NYC park building vandalized with swastika, antisemitic graffiti",,https://antisemitism.org.il/2023/03/10/usa-nyc-park-building-vandalized-with-swastika-antisemitic-graffiti/,,,USA
1983,USA – Michigan coffee shops close after receiving threatening letters,,https://antisemitism.org.il/2023/03/10/usa-michigan-coffee-shops-close-after-receiving-threatening-letters/,,,USA
1984,Italy – The word “Jew” appears on a shop wall,,https://antisemitism.org.il/2023/03/10/italy-the-word-jew-appears-on-a-shop-wall/,,,Italy
1985,Italy – Threat and swastikas against Elly Schlein in Viterbo,,https://antisemitism.org.il/2023/03/10/italy-insults-and-swastikas-against-elly-schlein-in-viterbo/,,,Italy
1986,USA – Antisemitic flyers found on porches of homes around central Wisconsin,,https://antisemitism.org.il/2023/03/09/usa-antisemitic-flyers-found-on-porches-of-homes-around-central-wisconsin/,,,USA
1987,USA – Santa Rosa commissioner use antisemitic trope,,https://antisemitism.org.il/2023/03/09/usa-santa-rosa-commissioner-use-antisemitic-trope/,,,USA
1988,"USA – Antisemitic flyers found in Novato, CA",,https://antisemitism.org.il/2023/03/09/usa-antisemitic-flyers-found-in-novato-ca-3/,,,USA
1989,USA – Eugene woman says man on dating app sent her antisemitic messages,,https://antisemitism.org.il/2023/03/09/usa-eugene-woman-says-man-on-dating-app-sent-her-antisemitic-messages/,,,USA
1990,USA – Jewish student’s Israeli flag ripped in two at Pomona college,,https://antisemitism.org.il/2023/03/09/usa-jewish-students-israeli-flag-ripped-in-two-at-pomona-college/,,,USA
1991,USA – Jon Minadeo II is encouraging more antisemitic flyers to be dropped,,https://antisemitism.org.il/2023/03/09/usa-jon-minadeo-ii-is-encouraging-more-antisemitic-flyers-to-be-dropped/,,,USA
1992,Palestinian Authority – Author Al-Assa: Jews who carried out massacres during the Nakba were trained by Nazis,,https://antisemitism.org.il/2023/03/08/palestinian-authority-author-al-assa-jews-who-carried-out-massacres-during-the-nakba-were-trained-by-nazis/,,,Palestinian Authority
1993,"USA – Nick Fuentes delivers antisemitic, “Christian nationalist” rant to fellow white supremacists",,https://antisemitism.org.il/2023/03/08/usa-nick-fuentes-delivers-antisemitic-christian-nationalist-rant-to-fellow-white-supremacists/,,,USA
1994,Italy – Shameful antisemitic chants by Lazio fans inside the Maradona stadium in Naples,,https://antisemitism.org.il/2023/03/08/italy-shameful-antisemitic-chants-by-lazio-fans-inside-the-maradona-stadium-in-naples/,,,Italy
1995,"Lebanon – Russian expert on Hizbullah TV: Israel supports Ukraine, which is corrupt, controlled by Jews; Russia also has rich Jews, but keeps tabs on them",,https://antisemitism.org.il/2023/03/07/lebanon-russian-expert-on-hizbullah-tv-israel-supports-ukraine-which-is-corrupt-controlled-by-jews-russia-also-has-rich-jews-but-keeps-tabs-on-them/,,,Lebanon
1996,USA – Antisemitic flyers thrown out of car near Grand Rapids,,https://antisemitism.org.il/2023/03/07/usa-antisemitic-flyers-thrown-out-of-car-near-grand-rapids/,,,USA
1997,USA – Antisemitic flyers found in Gaines Township neighborhood,,https://antisemitism.org.il/2023/03/07/usa-antisemitic-flyers-found-in-gaines-township-neighborhood/,,,USA
1998,USA – Orthodox Jewish residents in Baltimore were harassed,,https://antisemitism.org.il/2023/03/07/usa-orthodox-jewish-residents-in-baltimore-were-harassed/,,,USA
1999,USA – Antisemitic flyers distributed to business owners in Northside,,https://antisemitism.org.il/2023/03/06/usa-antisemitic-flyers-distributed-to-business-owners-in-northside/,,,USA
2000,Russia – Court in St. Petersburg drops case against professor who called the Holocaust a myth,,https://antisemitism.org.il/2023/03/06/russia-court-in-st-petersburg-drops-case-against-professor-who-called-the-holocaust-a-myth/,,,Russia
2001,Jordan – Holocaust denial in daily national newspaper,,https://antisemitism.org.il/2023/03/06/jordan-holocaust-denial-in-daily-national-newspaper/,,,Jordan
2002,Palestinian Authority – The PLO writes a book claiming Jews exploit antisemitism to persecute Palestinians,,https://antisemitism.org.il/2023/03/06/palestinian-authority-the-plo-writes-a-book-claiming-jews-exploit-antisemitism-to-persecute-palestinians/,,,Palestinian Authority
2003,USA – Blacksburg JCC sign has been vandalized,,https://antisemitism.org.il/2023/03/06/usa-blacksburg-jcc-sign-has-been-vandalized/,,,USA
2004,UK – Woman screams at 74-year-old Jewish lady and young girls,,https://antisemitism.org.il/2023/03/06/uk-woman-screams-at-74-year-old-jewish-lady-and-young-girls/,,,UK
2005,"UK – “I will come on Sabbath when you can’t call police,” yells man while banging on doors of Jewish homes",,https://antisemitism.org.il/2023/03/06/uk-i-will-come-on-sabbath-when-you-cant-call-police-yells-man-while-banging-on-doors-of-jewish-homes/,,,UK
2006,UK – Ten-year-old Jewish boy punched in stomach on way home from school,,https://antisemitism.org.il/2023/03/06/uk-ten-year-old-jewish-boy-punched-in-stomach-on-way-home-from-school/,,,UK
2007,Australia – Adelaide Writers’ Week under fire for ‘atrocious’ anti-Semite guest speakers,,https://antisemitism.org.il/2023/03/06/australia-adelaide-writers-week-under-fire-for-atrocious-anti-semite-guest-speakers/,,,Australia
2008,UK – Prince Harry’s guest compared Hamas terrorists to Warsaw Ghetto fighters,,https://antisemitism.org.il/2023/03/06/uk-prince-harrys-guest-compared-hamas-terrorists-to-warsaw-ghetto-fighters/,,,UK
2009,France – A swastika discovered near a synagogue in Nanterre,,https://antisemitism.org.il/2023/03/05/france-a-swastika-discovered-near-a-synagogue-in-nanterre/,,,France
2010,Germany – Antisemitic slogans yelled: drunk arrested,,https://antisemitism.org.il/2023/03/05/germany-antisemitic-slogans-yelled-drunk-arrested/,,,Germany
2011,Canada – Antisemitic advertisement seen in Toronto,,https://antisemitism.org.il/2023/03/04/canada-antisemitic-advertisement-seen-in-toronto/,,,Canada
2012,USA – Antisemitic graffiti found on Cleveland State campus,,https://antisemitism.org.il/2023/03/04/usa-antisemitic-graffiti-found-on-cleveland-state-campus/,,,USA
2013,"USA – Antisemitic flyers distributed onto cars near Whittier Elementary in Bozeman, MO",,https://antisemitism.org.il/2023/03/04/usa-antisemitic-flyers-distributed-onto-cars-near-whittier-elementary-in-bozeman-mo/,,,USA
2014,Australia – ‘Sickening’ Nazi kids game sparks fury for making light of the Holocaust,,https://antisemitism.org.il/2023/03/04/australia-sickening-nazi-kids-game-sparks-fury-for-making-light-of-the-holocaust/,,,Australia
2015,USA – Antisemitic graffiti found on Portsmouth bridge,,https://antisemitism.org.il/2023/03/04/usa-antisemitic-graffiti-found-on-portsmouth-bridge/,,,USA
2016,Canada – Former Windsor municipal candidate utters antisemitic tropes on social media,,https://antisemitism.org.il/2023/03/03/canada-former-windsor-municipal-candidate-utters-antisemitic-tropes-on-social-media/,,,Canada
2017,"UK – “Fuck you, you are not normal”: eight-year-old Jewish girl victim of verbal abuse on London bus",,https://antisemitism.org.il/2023/03/03/uk-fuck-you-you-are-not-normal-eight-year-old-jewish-girl-victim-of-verbal-abuse-on-london-bus/,,,UK
2018,Netherlands – Dutch Protestant Church compares Israel’s treatment of Palestinians to Nazis,,https://antisemitism.org.il/2023/03/02/netherlands-dutch-protestant-church-compares-israels-treatment-of-palestinians-to-nazis/,,,Netherlands
2019,Germany – Various posters with antisemitic content were shown at a conspiracy ideological rally in Rheine,,https://antisemitism.org.il/2023/03/02/germany-various-posters-with-antisemitic-content-were-shown-at-a-conspiracy-ideological-rally-in-rheine/,,,Germany
2020,USA – Antisemitic writing left at Z Pizza,,https://antisemitism.org.il/2023/03/02/usa-antisemitic-writing-left-at-z-pizza/,,,USA
2021,Iran – Holocaust denial in Friday sermon in Arak,,https://antisemitism.org.il/2023/03/02/iran-holocaust-denial-in-friday-sermon-in-arak/,,,Iran
2022,Latvia – Biķernieki Holocaust memorial desecrated again,,https://antisemitism.org.il/2023/03/02/latvia-bikernieki-holocaust-memorial-desecrated-again/,,,Latvia
2023,"USA – Farrakhan predicts another Holocaust, espouses antisemitism and bigotry in saviours day speech",,https://antisemitism.org.il/2023/03/02/usa-farrakhan-predicts-another-holocaust-espouses-antisemitism-and-bigotry-in-saviours-day-speech/,,,USA
2024,"USA – Racist, antisemitic threatening messages spray-painted on two North Texas schools",,https://antisemitism.org.il/2023/03/02/usa-racist-antisemitic-threatening-messages-spray-painted-on-two-north-texas-schools/,,,USA
2025,"USA – Antisemitic placard outside a synagogue in Ann Arbor, MI",,https://antisemitism.org.il/2023/03/01/usa-antisemitic-placard-outside-a-synagogue-in-ann-arbor-mi/,,,USA
2026,"USA – Antisemitic flyers found in the Parkville, Baltimore, MD",,https://antisemitism.org.il/2023/03/01/usa-antisemitic-flyers-found-in-the-parkville-baltimore-md/,,,USA
2027,"USA – Antisemitic road rage caught in Dallas, TX",,https://antisemitism.org.il/2023/03/01/usa-antisemitic-road-rage-caught-in-dallas-tx/,,,USA
2028,Italy – Antisemitic and conspiratorial reactions to Elly Schlein’s who was elected leader of the PD party,,https://antisemitism.org.il/2023/03/01/italy-antisemitic-and-conspiratorial-reactions-to-elly-schleins-who-was-elected-leader-of-the-pd-party/,,,Italy
2029,"USA – Antisemitic flyers found in Oregon City, OR",,https://antisemitism.org.il/2023/03/01/usa-antisemitic-flyers-found-in-oregon-city-or/,,,USA
2030,"USA – Antisemitic flyers found in Athens, GA",,https://antisemitism.org.il/2023/02/28/usa-antisemitic-flyers-found-in-athens-ga/,,,USA
2031,Canada – Antisemitic messages to journalist Abigail Bimman,,https://antisemitism.org.il/2023/02/28/canada-antisemitic-messages-to-journalist-abigail-bimman/,,,Canada
2032,Peru – Jewish journalist hit with antisemitic harassment after investigating protester,,https://antisemitism.org.il/2023/02/28/peru-jewish-journalist-hit-with-antisemitic-harassment-after-investigating-protester/,,,Peru
2033,UK – Man kicks identifiably Jewish woman and yells “fuck you Jewish people” in Stamford Hill,,https://antisemitism.org.il/2023/02/28/uk-man-kicks-identifiably-jewish-woman-and-yells-fuck-you-jewish-people-in-stamford-hill/,,,UK
2034,UK – Man asks Jewish woman “why didn’t Hitler kill you?” in East London,,https://antisemitism.org.il/2023/02/28/uk-man-asks-jewish-woman-why-didnt-hitler-kill-you-in-east-london/,,,UK
2035,Spain – Antisemitic incidents increase in 2023 and the Jewish community points to the mayor Ada Colau,,https://antisemitism.org.il/2023/02/27/spain-antisemitic-incidents-increase-in-2023-and-the-jewish-community-points-to-the-mayor-ada-colau/,,,Spain
2036,Germany – Antisemitic insults in Hamburg bus,,https://antisemitism.org.il/2023/02/27/germany-antisemitic-insults-in-hamburg-bus/,,,Germany
2037,Poland – Photographer shares photos of scantily clad model posing at atop tombstones in the Jewish cemetery in Częstochowa,,https://antisemitism.org.il/2023/02/27/poland-photographer-shares-photos-of-scantily-clad-model-posing-at-atop-tombstones-in-the-jewish-cemetery-in-czestochowa/,,,Poland
2038,USA – New York Senator accused of making fun of man’s ‘stereotypical Jewish looks’,,https://antisemitism.org.il/2023/02/27/usa-new-york-senator-accused-of-making-fun-of-mans-stereotypical-jewish-looks/,,,USA
2039,USA – Antisemitic flyer found in University of Vermont,,https://antisemitism.org.il/2023/02/27/usa-antisemitic-flyer-found-in-university-of-vermont-2/,,,USA
2040,"USA – Antisemitic flyers found in Orlando, FL",,https://antisemitism.org.il/2023/02/27/usa-antisemitic-flyers-found-in-orlando-fl/,,,USA
2041,USA – Man dressed as the Cookie Monster terrorizes Santa Cruz,,https://antisemitism.org.il/2023/02/26/usa-man-dressed-as-the-cookie-monster-terrorizes-santa-cruz/,,,USA
2042,"USA – Antisemitic graffiti in Newark, DE",,https://antisemitism.org.il/2023/02/25/usa-antisemitic-graffiti-in-newark-de/,,,USA
2043,USA – Antisemitic graffiti in Manhattan,,https://antisemitism.org.il/2023/02/25/usa-antisemitic-graffiti-in-manhattan/,,,USA
2044,"USA – NYPD investigating ambush, robbery of man in Queens park as possible hate crime",,https://antisemitism.org.il/2023/02/24/usa-nypd-investigating-ambush-robbery-of-man-in-queens-park-as-possible-hate-crime-2/,,,USA
2045,Germany – Unknown people smeared stumbling blocks in Weimar,,https://antisemitism.org.il/2023/02/24/germany-unknown-people-smeared-stumbling-blocks-in-weimar/,,,Germany
2046,"USA – Antisemitic graffiti drawn at park in Genoa Township, OH",,https://antisemitism.org.il/2023/02/24/usa-antisemitic-graffiti-drawn-at-park-in-genoa-township-oh/,,,USA
2047,USA – Neo-Nazi groups using telegram to organize antisemitic “National Day of Hate”USA –,,https://antisemitism.org.il/2023/02/24/usa-neo-nazi-groups-using-telegram-to-organize-antisemitic-national-day-of-hateusa/,,,USA
2048,"USA – Police, security agencies advise U.S. Jews to be on alert ahead of planned ‘National Day of Hate’ on Shabbat",,https://antisemitism.org.il/2023/02/24/usa-police-security-agencies-advise-u-s-jews-to-be-on-alert-ahead-of-planned-national-day-of-hate-on-shabbat/,,,USA
2049,USA – Jewish man brutally assaulted after accident in Crown Heights,,https://antisemitism.org.il/2023/02/23/usa-jewish-man-brutally-assaulted-after-accident-in-crown-heights/,,,USA
2050,USA – NYPD confirm national day of hate planned for this Saturday,,https://antisemitism.org.il/2023/02/23/usa-nypd-confirm-national-day-of-hate-planned-for-this-saturday/,,,USA
2051,USA – Antisemitic flyers found in West and East Nashville,,https://antisemitism.org.il/2023/02/23/usa-antisemitic-flyers-found-in-west-and-east-nashville/,,,USA
2052,"USA – Antisemitic flyers found in Daytona Beach, FL",,https://antisemitism.org.il/2023/02/23/usa-antisemitic-flyers-found-in-daytona-beach-fl/,,,USA
2053,Latvia – Biķernieki Holocaust memorial desecrated with Russian Z,,https://antisemitism.org.il/2023/02/23/latvia-bikernieki-holocaust-memorial-desecrated-with-russian-z/,,,Latvia
2054,UK – Antisemitic attack on a grave in Saxmundham,,https://antisemitism.org.il/2023/02/23/uk-antisemitic-attack-on-a-grave-in-saxmundham/,,,UK
2055,USA – English teacher at Hayward High school teaching antisemitic conspiracy theories,,https://antisemitism.org.il/2023/02/22/usa-english-teacher-at-hayward-high-school-teaching-antisemitic-conspiracy-theories/,,,USA
2056,Jordan – Rabbi’s tefillin desecrated during inspection by airport officials,,https://antisemitism.org.il/2023/02/22/jordan-rabbis-tefillin-desecrated-during-inspection-by-airport-officials/,,,Jordan
2057,"USA – Antisemitic graffiti at Fulton station, NYC",,https://antisemitism.org.il/2023/02/22/usa-antisemitic-graffiti-at-fulton-station-nyc/,,,USA
2058,USA – Antisemitic protestors chant at audience outside first preview of Parade,,https://antisemitism.org.il/2023/02/22/usa-antisemitic-protestors-chant-at-audience-outside-first-preview-of-parade/,,,USA
2059,USA – GDL members yells at Jewish people and tells them to go back to Israel,,https://antisemitism.org.il/2023/02/22/usa-gdl-members-yells-at-jewish-people-and-tells-them-to-go-back-to-israel/,,,USA
2060,Italy – Jewish child insulted: “In the past we would have burned you”,,https://antisemitism.org.il/2023/02/22/italy-jewish-child-insulted-in-the-past-we-would-have-burned-you/,,,Italy
2061,USA – Swastikas spray-painted on Portsmouth synagogue and businesses,,https://antisemitism.org.il/2023/02/22/usa-swastikas-spray-painted-on-portsmouth-synagogue-and-businesses/,,,USA
2062,"USA – Police alert synagogues, others about potential national ‘Day Of Hate’",,https://antisemitism.org.il/2023/02/21/usa-police-alert-synagogues-others-about-potential-national-day-of-hate/,,,USA
2063,USA – Antisemitic flyers found in Houston’s Riverside Terrace neighborhood,,https://antisemitism.org.il/2023/02/21/usa-antisemitic-flyers-found-in-houstons-riverside-terrace-neighborhood/,,,USA
2064,USA – Antisemitic flyer found in University of Vermont,,https://antisemitism.org.il/2023/02/21/usa-antisemitic-flyer-found-in-university-of-vermont/,,,USA
2065,USA – Antisemitic flyers found in Nashville neighborhoods,,https://antisemitism.org.il/2023/02/21/usa-antisemitic-flyers-found-in-nashville-neighborhoods/,,,USA
2066,USA – Dozens of Jewish residents in Linden receive hate mail,,https://antisemitism.org.il/2023/02/21/usa-dozens-of-jewish-residents-in-linden-receive-hate-mail/,,,USA
2067,USA – ‘Kanye West!’: Jewish basketball players in Los Angeles taunted during game,,https://antisemitism.org.il/2023/02/21/usa-kanye-west-jewish-basketball-players-in-los-angeles-taunted-during-game/,,,USA
2068,USA – LA shooter had a history of anti-Jewish feelings inspired by a vile neo-Nazi organization,,https://antisemitism.org.il/2023/02/21/usa-la-shooter-had-a-history-of-anti-jewish-feelings-inspired-by-a-vile-neo-nazi-organization/,,,USA
2069,"French author Laurent Guyénot on Iran Tv: 9/11 was carried out by Israel, its lobby, Jewish Mossad operatives in New York, anyone who says so is labeled an antisemite",,https://antisemitism.org.il/2023/02/21/french-author-laurent-guyenot-on-iran-tv-9-11-was-carried-out-by-israel-its-lobby-jewish-mossad-operatives-in-new-york-anyone-who-says-so-is-labeled-an-antisemite/,,,"French author Laurent Guyénot on Iran Tv: 9/11 was carried out by Israel, its lobby, Jewish Mossad operatives in New York, anyone who says so is labeled an antisemite"
2070,"USA – Antisemitic flyers found in South Charleston, WV",,https://antisemitism.org.il/2023/02/20/usa-antisemitic-flyers-found-in-south-charleston-wv/,,,USA
2071,USA – Antisemitic flyers found on yards near Third Ward,,https://antisemitism.org.il/2023/02/20/usa-antisemitic-flyers-found-on-yards-near-third-ward/,,,USA
2072,"USA – Antisemitic flyers found in Eugene, OR",,https://antisemitism.org.il/2023/02/20/usa-antisemitic-flyers-found-in-eugene-or-3/,,,USA
2073,"USA – Antisemitic flyers found in Norfolk, VA",,https://antisemitism.org.il/2023/02/20/usa-antisemitic-flyers-found-in-norfolk-va/,,,USA
2074,"USA – Antisemite harasses Jewish couple, accosts and threatens Jewish men",,https://antisemitism.org.il/2023/02/20/usa-antisemite-harasses-jewish-couple-accosts-and-threatens-jewish-men/,,,USA
2075,USA – Antisemites gather in Florida for weekend of hate,,https://antisemitism.org.il/2023/02/20/usa-antisemites-gather-in-florida-for-weekend-of-hate/,,,USA
2076,USA – Jewish father and son victimized by vile antisemite while walking home from synagogue,,https://antisemitism.org.il/2023/02/20/usa-jewish-father-and-son-victimized-by-vile-antisemite-while-walking-home-from-synagogue/,,,USA
2077,Italy – A memorial to the victims of the Holocaust in Milan was vandalized,,https://antisemitism.org.il/2023/02/20/italy-the-memorial-to-the-victims-of-the-holocaust-in-milan-was-vandalized/,,,Italy
2078,BDS calls out Israeli tech industry as ‘threat to the world’,,https://antisemitism.org.il/2023/02/19/bds-calls-out-israeli-tech-industry-as-threat-to-the-world/,,,BDS calls out Israeli tech industry as ‘threat to the world’
2079,USA – Swastika drawn on Jewish student’s vehicle outside Dover-Sherborn High School,,https://antisemitism.org.il/2023/02/18/usa-swastika-drawn-on-jewish-students-vehicle-outside-dover-sherborn-high-school/,,,USA
2080,"Palestinian Authority – BDS shares concentration camp photo, claims it’s a massacre of Palestinians",,https://antisemitism.org.il/2023/02/17/palestinian-authority-bds-shares-concentration-camp-photo-claims-its-a-massacre-of-palestinians/,,,Palestinian Authority
2081,Netherlands – Extreme right-wing text projected on Hemweg power station: ‘Make White Babies’,,https://antisemitism.org.il/2023/02/17/netherlands-extreme-right-wing-text-projected-on-hemweg-power-station-make-white-babies/,,,Netherlands
2082,France – The synagogue of Yerres targeted by death threats,,https://antisemitism.org.il/2023/02/17/france-the-synagogue-of-yerres-targeted-by-death-threats/,,,France
2083,Iran – Iran ‘mapping’ Jews in diaspora for kill squads,,https://antisemitism.org.il/2023/02/17/iran-iran-mapping-jews-in-diaspora-for-kill-squads/,,,Iran
2084,UK – Amnesty UK sparks outrage with Valentine’s Day posts targeting Israel,,https://antisemitism.org.il/2023/02/17/uk-amnesty-uk-sparks-outrage-with-valentines-day-posts-targeting-israel/,,,UK
2085,USA – California imam: Muslims will kill all Jews and retake their place as masters of the world,,https://antisemitism.org.il/2023/02/17/usa-california-imam-muslims-will-kill-all-jews-and-retake-their-place-as-masters-of-the-world/,,,USA
2086,USA – Antisemitic flag waved outside Jewish temple in Boone,,https://antisemitism.org.il/2023/02/17/usa-antisemitic-flag-waved-outside-jewish-temple-in-boone/,,,USA
2087,USA – Antisemitic slurs fuel violence during game between Miami-Dade religious private schools,,https://antisemitism.org.il/2023/02/17/usa-antisemitic-slurs-fuel-violence-during-game-between-miami-dade-religious-private-schools/,,,USA
2088,"USA – Violent antisemitic crime in Dania Beach, FL",,https://antisemitism.org.il/2023/02/17/usa-violent-antisemitic-crime-in-dania-beach-fl/,,,USA
2089,USA – Second Jewish man shot after leaving morning services in Los Angeles,,https://antisemitism.org.il/2023/02/17/usa-second-jewish-man-shot-after-leaving-morning-services-in-los-angeles/,,,USA
2090,"Hungary – A man armed with a knife tried to enter the synagogue on Dohány Street, he was detained",,https://antisemitism.org.il/2023/02/16/hungary-a-man-armed-with-a-knife-tried-to-enter-the-synagogue-on-dohany-street-he-was-detained/,,,Hungary
2091,Germany – Antisemitic slogans scrawled on school wall in Pasing,,https://antisemitism.org.il/2023/02/16/germany-antisemitic-slogans-scrawled-on-school-wall-in-pasing/,,,Germany
2092,USA – Students for justice in Palestine call for Zionists to be fired from their jobs,,https://antisemitism.org.il/2023/02/16/usa-students-for-justice-in-palestine-call-for-zionists-to-be-fired-from-their-jobs/,,,USA
2093,USA – Jewish man shot after leaving morning services in Los Angeles,,https://antisemitism.org.il/2023/02/16/usa-jewish-man-shot-after-leaving-morning-services-in-los-angeles/,,,USA
2094,"USA – Antisemitic flyers found in a Chico, CA",,https://antisemitism.org.il/2023/02/15/usa-antisemitic-flyers-found-in-a-chico/,,,USA
2095,Poland – Antisemitic graffiti found at Auschwitz,,https://antisemitism.org.il/2023/02/15/poland-antisemitic-graffiti-found-at-auschwitz/,,,Poland
2096,Spain – The faculty of political science and sociology of the UCM joins the BDS,,https://antisemitism.org.il/2023/02/15/spain-the-faculty-of-political-science-and-sociology-of-the-ucm-joins-the-bds/,,,Spain
2097,Spain – Jewish symbols in the ancient city of Tui,,https://antisemitism.org.il/2023/02/15/spain-jewish-symbols-in-the-ancient-city-of-tui/,,,Spain
2098,USA – New England Holocaust Memorial in Boston was desecrated,,https://antisemitism.org.il/2023/02/15/usa-new-england-holocaust-memorial-in-boston-was-desecrated/,,,USA
2099,USA – String of antisemitic acts on University of Denver campus,,https://antisemitism.org.il/2023/02/15/183221/,,,USA
2100,Canada – Quebec police investigating fires at Jewish summer camp near Ottawa as possible hate crime,,https://antisemitism.org.il/2023/02/15/canada-quebec-police-investigating-fires-at-jewish-summer-camp-near-ottawa-as-possible-hate-crime/,,,Canada
2101,Twitter is running ads next to tweets from Holocaust deniers,,https://antisemitism.org.il/2023/02/14/twitter-is-running-ads-next-to-tweets-from-holocaust-deniers/,,,Twitter is running ads next to tweets from Holocaust deniers
2102,"USA – Antisemitic flyers found in Old West Side of Longview, WA",,https://antisemitism.org.il/2023/02/14/usa-antisemitic-flyers-found-in-old-west-side-of-longview-wa/,,,USA
2103,United Nations – High-level UN official says Israel to blame for Palestinians murdering Jews,,https://antisemitism.org.il/2023/02/14/united-nations-high-level-un-official-says-israel-to-blame-for-palestinians-murdering-jews/,,,United Nations
2104,USA – Neo-Nazis distribute antisemitic literature in Lakeland,,https://antisemitism.org.il/2023/02/13/usa-neo-nazis-distribute-antisemitic-literature-in-lakeland/,,,USA
2105,"USA – Antisemitic flyers found in Fulton County, GA",,https://antisemitism.org.il/2023/02/13/usa-antisemitic-flyers-found-in-fulton-county-ga/,,,USA
2106,Poland – Nazi symbols on Kristallnacht memorial plaque in Opole,,https://antisemitism.org.il/2023/02/13/poland-nazi-symbols-on-kristallnacht-memorial-plaque-in-opole/,,,Poland
2107,UK – plaque commemorating Brighton’s first Jewish resident found smashed on ground,,https://antisemitism.org.il/2023/02/13/183125/,,,UK
2108,USA – Antisemitic flyers found in Redding neighborhood,,https://antisemitism.org.il/2023/02/12/usa-antisemitic-flyers-found-in-redding-neighborhood/,,,USA
2109,France – Antisemitic graffiti in Jean Monnet University in Saint-Étienne,,https://antisemitism.org.il/2023/02/12/france-antisemitic-graffiti-in-jean-monnet-university-in-saint-etienne/,,,France
2110,USA – Antisemitic flyers Found in Oklahoma City neighborhood,,https://antisemitism.org.il/2023/02/12/usa-antisemitic-flyers-found-in-oklahoma-city-neighborhood/,,,USA
2111,Germany – Munich police wants to remove an officer who also guarded the president of the Jewish community from service because of disparaging chats,,https://antisemitism.org.il/2023/02/12/germany-munich-police-wants-to-remove-an-officer-who-also-guarded-the-president-of-the-jewish-community-from-service-because-of-disparaging-chats/,,,Germany
2112,Palestinian Authority – Disgusting cartoon in the Palestinian media,,https://antisemitism.org.il/2023/02/12/palestinian-authority-disgusting-cartoon-in-the-palestinian-media/,,,Palestinian Authority
2113,USA – Congressman who raised issue of antisemitism on Twitter says he was bombarded with antisemitic tweets,,https://antisemitism.org.il/2023/02/11/usa-congressman-who-raised-issue-of-antisemitism-on-twitter-says-he-was-bombarded-with-antisemitic-tweets/,,,USA
2114,USA – Two ultra-Orthodox boys attacked by group in Crown Heights,,https://antisemitism.org.il/2023/02/11/usa-two-ultra-orthodox-boys-attacked-by-group-in-crown-heights/,,,USA
2115,Spain – Ambassador of Israel to Spain was attacked by BDS activists at the Complutense University of Madrid,,https://antisemitism.org.il/2023/02/11/spain-ambassador-of-israel-to-spain-was-attacked-by-bds-activists-at-the-complutense-university-of-madrid/,,,Spain
2116,USA – Antisemitic flyers found at Northwood High School in Montgomery County,,https://antisemitism.org.il/2023/02/11/usa-antisemitic-flyers-found-at-northwood-high-school-in-montgomery-county/,,,USA
2117,Netherlands – Holocaust denial text was projected on Anne Frank House,,https://antisemitism.org.il/2023/02/11/netherlands-holocaust-denial-text-was-projected-on-anne-frank-house/,,,Netherlands
2118,USA – Jewish day school’s menorah vandalized in LA,,https://antisemitism.org.il/2023/02/10/usa-jewish-day-schools-menorah-vandalized-in-la/,,,USA
2119,Netherlands – Left-Wing party calls for international commission to investigate Israeli ‘apartheid’,,https://antisemitism.org.il/2023/02/10/netherlands-left-wing-party-calls-for-international-commission-to-investigate-israeli-apartheid/,,,Netherlands
2120,UK – Antisemitic conspiracy theories on GBNews,,https://antisemitism.org.il/2023/02/10/uk-antisemitic-conspiracy-theories-on-gbnews/,,,UK
2121,UK – Jewish woman ‘strangled in street as she carried her baby in antisemitic attack’,,https://antisemitism.org.il/2023/02/10/uk-jewish-woman-strangled-in-street-as-she-carried-her-baby-in-antisemitic-attack/,,,UK
2122,"Antisemitic ‘Pfizer anagram’ HOAX goes viral, links pharma giant’s name to Hebrew ‘God of Plagues’",,https://antisemitism.org.il/2023/02/10/antisemitic-pfizer-anagram-hoax-goes-viral-links-pharma-giants-name-to-hebrew-god-of-plagues/,,,"Antisemitic ‘Pfizer anagram’ HOAX goes viral, links pharma giant’s name to Hebrew ‘God of Plagues’"
2123,Spain – Barcelona cuts ties with ‘Apartheid’ Israel,,https://antisemitism.org.il/2023/02/09/spain-barcelona-cuts-ties-with-apartheid-israel/,,,Spain
